Blocks,Age,Faults,Time,Result,Output
355,7,3,13249,0.129,1
392,3,0,15480,0.039,0
393,0,0,14818,0.005,0
393,1,0,14554,0.012,0
391,6,0,14753,0.117,0
391,5,0,14520,0.086,0
218,2,20,7949,0.01,0
392,5,0,14275,0.086,0
356,0,3,13308,0.004,0
392,4,0,15480,0.06,0
393,1,0,14818,0.012,0
393,2,0,14554,0.023,0
391,7,0,14753,0.152,1
391,6,0,14520,0.117,0
218,3,20,7949,0.017,0
392,6,0,14275,0.117,0
356,1,3,13308,0.01,0
392,5,0,15480,0.086,0
393,2,0,14818,0.023,0
393,3,0,14554,0.04,0
392,0,0,14789,0.005,0
391,7,0,14520,0.152,1
218,4,20,7949,0.026,0
392,7,0,14275,0.152,1
356,2,3,13308,0.02,0
392,6,0,15480,0.116,0
393,3,0,14818,0.039,0
393,4,0,14554,0.06,0
392,1,0,14789,0.012,0
392,0,0,14595,0.005,0
218,5,20,7949,0.037,0
393,0,0,14308,0.005,0
356,3,3,13308,0.033,0
392,7,0,15480,0.151,1
393,4,0,14818,0.06,0
393,5,0,14554,0.086,0
392,2,0,14789,0.023,0
392,1,0,14595,0.012,0
218,6,20,7949,0.05,0
393,1,0,14308,0.012,0
356,4,3,13308,0.051,0
393,0,0,15501,0.005,0
393,5,0,14818,0.086,0
393,6,0,14554,0.116,1
392,3,0,14789,0.04,0
392,2,0,14595,0.023,0
218,7,20,7949,0.066,0
393,2,0,14308,0.023,0
356,5,3,13308,0.073,0
393,1,0,15501,0.012,0
393,6,0,14818,0.116,1
394,0,0,14572,0.005,0
392,4,0,14789,0.06,0
392,3,0,14595,0.04,0
218,8,20,7949,0.083,0
393,3,0,14308,0.04,0
356,6,3,13308,0.099,0
393,2,0,15501,0.023,0
394,0,0,14837,0.005,0
394,1,0,14572,0.012,0
392,5,0,14789,0.086,0
392,4,0,14595,0.061,0
218,9,20,7949,0.102,1
393,4,0,14308,0.061,0
356,7,3,13308,0.128,1
393,3,0,15501,0.039,0
394,1,0,14837,0.012,0
394,2,0,14572,0.023,0
392,6,0,14789,0.116,0
392,5,0,14595,0.086,0
219,0,20,7967,0.002,0
393,5,0,14308,0.086,0
357,0,3,13333,0.004,0
393,4,0,15501,0.06,0
394,2,0,14837,0.023,0
394,3,0,14572,0.039,0
392,7,0,14789,0.151,1
392,6,0,14595,0.116,0
219,1,20,7967,0.005,0
393,6,0,14308,0.116,0
357,1,3,13333,0.01,0
393,5,0,15501,0.086,0
394,3,0,14837,0.039,0
394,4,0,14572,0.06,0
393,0,0,14820,0.005,0
392,7,0,14595,0.151,1
219,2,20,7967,0.01,0
393,7,0,14308,0.151,1
357,2,3,13333,0.02,0
393,6,0,15501,0.116,0
394,4,0,14837,0.06,0
394,5,0,14572,0.086,0
393,1,0,14820,0.012,0
393,0,0,14630,0.005,0
219,3,20,7967,0.017,0
394,0,0,14342,0.005,0
357,3,3,13333,0.033,0
393,7,0,15501,0.15,1
394,5,0,14837,0.086,0
394,6,0,14572,0.116,0
393,2,0,14820,0.023,0
393,1,0,14630,0.012,0
219,4,20,7967,0.026,0
394,1,0,14342,0.012,0
357,4,3,13333,0.051,0
394,0,0,15517,0.005,0
394,6,0,14837,0.116,0
394,7,0,14572,0.151,1
393,3,0,14820,0.039,0
393,2,0,14630,0.023,0
219,5,20,7967,0.037,0
394,2,0,14342,0.023,0
357,5,3,13333,0.073,0
394,1,0,15517,0.012,0
394,7,0,14837,0.151,1
395,0,0,14622,0.005,0
393,4,0,14820,0.06,0
393,3,0,14630,0.04,0
219,6,20,7967,0.05,0
394,3,0,14342,0.039,0
357,6,3,13333,0.099,1
394,2,0,15517,0.023,0
395,0,0,14851,0.005,0
395,1,0,14622,0.012,0
393,5,0,14820,0.086,0
393,4,0,14630,0.06,0
219,7,20,7967,0.066,0
394,4,0,14342,0.06,0
358,0,3,13364,0.004,0
394,3,0,15517,0.039,0
395,1,0,14851,0.012,0
395,2,0,14622,0.023,0
393,6,0,14820,0.116,1
393,5,0,14630,0.086,0
219,8,20,7967,0.083,0
394,5,0,14342,0.086,0
358,1,3,13364,0.01,0
394,4,0,15517,0.06,0
395,2,0,14851,0.023,0
395,3,0,14622,0.039,0
394,0,0,14855,0.005,0
393,6,0,14630,0.116,1
219,9,20,7967,0.102,0
394,6,0,14342,0.116,0
358,2,3,13364,0.02,0
394,5,0,15517,0.085,0
395,3,0,14851,0.039,0
395,4,0,14622,0.06,0
394,1,0,14855,0.012,0
394,0,0,14655,0.005,0
219,10,20,7967,0.124,1
394,7,0,14342,0.151,1
358,3,3,13364,0.033,0
394,6,0,15517,0.115,0
395,4,0,14851,0.06,0
395,5,0,14622,0.086,0
394,2,0,14855,0.023,0
394,1,0,14655,0.012,0
220,0,20,8021,0.002,0
395,0,0,14407,0.005,0
358,4,3,13364,0.051,0
394,7,0,15517,0.15,1
395,5,0,14851,0.086,0
395,6,0,14622,0.116,0
394,3,0,14855,0.039,0
394,2,0,14655,0.023,0
220,1,20,8021,0.005,0
395,1,0,14407,0.012,0
358,5,3,13364,0.073,0
395,0,0,15565,0.005,0
395,6,0,14851,0.116,0
395,7,0,14622,0.15,1
394,4,0,14855,0.06,0
394,3,0,14655,0.039,0
220,2,20,8021,0.01,0
395,2,0,14407,0.023,0
358,6,3,13364,0.098,0
395,1,0,15565,0.012,0
395,7,0,14851,0.15,1
396,0,0,14642,0.005,0
394,5,0,14855,0.086,0
394,4,0,14655,0.06,0
220,3,20,8021,0.017,0
395,3,0,14407,0.039,0
358,7,3,13364,0.128,1
395,2,0,15565,0.023,0
396,0,0,14878,0.005,0
396,1,0,14642,0.012,0
394,6,0,14855,0.116,0
394,5,0,14655,0.086,0
220,4,20,8021,0.026,0
395,4,0,14407,0.06,0
359,0,3,13405,0.004,0
395,3,0,15565,0.039,0
396,1,0,14878,0.012,0
396,2,0,14642,0.023,0
394,7,0,14855,0.151,1
394,6,0,14655,0.116,0
220,5,20,8021,0.037,0
395,5,0,14407,0.086,0
359,1,3,13405,0.01,0
395,4,0,15565,0.06,0
396,2,0,14878,0.023,0
396,3,0,14642,0.039,0
395,0,0,14896,0.005,0
394,7,0,14655,0.151,1
220,6,20,8021,0.05,0
395,6,0,14407,0.116,1
359,2,3,13405,0.019,0
395,5,0,15565,0.085,0
396,3,0,14878,0.039,0
396,4,0,14642,0.06,0
395,1,0,14896,0.012,0
395,0,0,14702,0.005,0
220,7,20,8021,0.065,0
396,0,0,14440,0.005,0
359,3,3,13405,0.033,0
395,6,0,15565,0.115,1
396,4,0,14878,0.06,0
396,5,0,14642,0.085,0
395,2,0,14896,0.023,0
395,1,0,14702,0.012,0
220,8,20,8021,0.083,0
396,1,0,14440,0.012,0
359,4,3,13405,0.051,0
396,0,0,15600,0.005,0
396,5,0,14878,0.085,0
396,6,0,14642,0.115,1
395,3,0,14896,0.039,0
395,2,0,14702,0.023,0
220,9,20,8021,0.102,0
396,2,0,14440,0.023,0
359,5,3,13405,0.073,0
396,1,0,15600,0.011,0
396,6,0,14878,0.115,0
397,0,0,14674,0.005,0
395,4,0,14896,0.06,0
395,3,0,14702,0.039,0
220,10,20,8021,0.123,1
396,3,0,14440,0.039,0
359,6,3,13405,0.098,0
396,2,0,15600,0.023,0
396,7,0,14878,0.15,1
397,1,0,14674,0.012,0
395,5,0,14896,0.085,0
395,4,0,14702,0.06,0
221,0,20,8050,0.002,0
396,4,0,14440,0.06,0
359,7,3,13405,0.128,1
396,3,0,15600,0.039,0
397,0,0,14919,0.005,0
397,2,0,14674,0.023,0
395,6,0,14896,0.116,0
395,5,0,14702,0.086,0
221,1,20,8050,0.005,0
396,5,0,14440,0.086,0
360,0,3,13451,0.004,0
396,4,0,15600,0.06,0
397,1,0,14919,0.012,0
397,3,0,14674,0.039,0
395,7,0,14896,0.15,1
395,6,0,14702,0.116,0
221,2,20,8050,0.01,0
396,6,0,14440,0.116,0
360,1,3,13451,0.01,0
396,5,0,15600,0.085,0
397,2,0,14919,0.023,0
397,4,0,14674,0.06,0
396,0,0,14968,0.005,0
395,7,0,14702,0.15,1
221,3,20,8050,0.017,0
396,7,0,14440,0.15,1
360,2,3,13451,0.019,0
396,6,0,15600,0.115,0
397,3,0,14919,0.039,0
397,5,0,14674,0.085,0
396,1,0,14968,0.012,0
396,0,0,14743,0.005,0
221,4,20,8050,0.026,0
397,0,0,14454,0.005,0
360,3,3,13451,0.033,0
396,7,0,15600,0.149,1
397,4,0,14919,0.06,0
397,6,0,14674,0.115,0
396,2,0,14968,0.023,0
396,1,0,14743,0.012,0
221,5,20,8050,0.037,0
397,1,0,14454,0.012,0
360,4,3,13451,0.051,0
397,0,0,15683,0.005,0
397,5,0,14919,0.085,0
397,7,0,14674,0.15,1
396,3,0,14968,0.039,0
396,2,0,14743,0.023,0
221,6,20,8050,0.05,0
397,2,0,14454,0.023,0
360,5,3,13451,0.072,0
397,1,0,15683,0.011,0
397,6,0,14919,0.115,1
398,0,0,14750,0.005,0
396,4,0,14968,0.06,0
396,3,0,14743,0.039,0
221,7,20,8050,0.065,0
397,3,0,14454,0.039,0
360,6,3,13451,0.098,1
397,2,0,15683,0.023,0
398,0,0,14950,0.005,0
398,1,0,14750,0.011,0
396,5,0,14968,0.085,0
396,4,0,14743,0.06,0
221,8,20,8050,0.083,0
397,4,0,14454,0.06,0
361,0,3,13498,0.004,0
397,3,0,15683,0.039,0
398,1,0,14950,0.011,0
398,2,0,14750,0.023,0
396,6,0,14968,0.115,1
396,5,0,14743,0.085,0
221,9,20,8050,0.102,0
397,5,0,14454,0.085,0
361,1,3,13498,0.01,0
397,4,0,15683,0.06,0
398,2,0,14950,0.023,0
398,3,0,14750,0.039,0
397,0,0,14994,0.005,0
396,6,0,14743,0.115,0
221,10,20,8050,0.123,1
397,6,0,14454,0.115,0
361,2,3,13498,0.019,0
397,5,0,15683,0.085,0
398,3,0,14950,0.039,0
398,4,0,14750,0.06,0
397,1,0,14994,0.011,0
396,7,0,14743,0.15,1
222,0,20,8098,0.002,0
397,7,0,14454,0.15,1
361,3,3,13498,0.033,0
397,6,0,15683,0.115,0
398,4,0,14950,0.06,0
398,5,0,14750,0.085,0
397,2,0,14994,0.023,0
397,0,0,14787,0.005,0
222,1,20,8098,0.005,0
398,0,0,14481,0.005,0
361,4,3,13498,0.051,0
397,7,0,15683,0.149,1
398,5,0,14950,0.085,0
398,6,0,14750,0.115,0
397,3,0,14994,0.039,0
397,1,0,14787,0.012,0
222,2,20,8098,0.01,0
398,1,0,14481,0.012,0
361,5,3,13498,0.072,0
398,0,0,15703,0.005,0
398,6,0,14950,0.115,0
398,7,0,14750,0.149,1
397,4,0,14994,0.06,0
397,2,0,14787,0.023,0
222,3,20,8098,0.017,0
398,2,0,14481,0.023,0
361,6,3,13498,0.098,0
398,1,0,15703,0.011,0
398,7,0,14950,0.149,1
399,0,0,14765,0.005,0
397,5,0,14994,0.085,0
397,3,0,14787,0.039,0
222,4,20,8098,0.026,0
398,3,0,14481,0.039,0
361,7,3,13498,0.127,1
398,2,0,15703,0.023,0
399,0,0,14978,0.005,0
399,1,0,14765,0.011,0
397,6,0,14994,0.115,0
397,4,0,14787,0.06,0
222,5,20,8098,0.037,0
398,4,0,14481,0.06,0
362,0,3,13534,0.004,0
398,3,0,15703,0.039,0
399,1,0,14978,0.011,0
399,2,0,14765,0.023,0
397,7,0,14994,0.149,1
397,5,0,14787,0.085,0
222,6,20,8098,0.05,0
398,5,0,14481,0.085,0
362,1,3,13534,0.01,0
398,4,0,15703,0.059,0
399,2,0,14978,0.023,0
399,3,0,14765,0.039,0
398,0,0,15032,0.005,0
397,6,0,14787,0.115,1
222,7,20,8098,0.065,0
398,6,0,14481,0.115,1
362,2,3,13534,0.019,0
398,5,0,15703,0.085,0
399,3,0,14978,0.039,0
399,4,0,14765,0.06,0
398,1,0,15032,0.011,0
398,0,0,14812,0.005,0
222,8,20,8098,0.083,0
399,0,0,14516,0.005,0
362,3,3,13534,0.033,0
398,6,0,15703,0.114,1
399,4,0,14978,0.06,0
399,5,0,14765,0.085,0
398,2,0,15032,0.023,0
398,1,0,14812,0.011,0
222,9,20,8098,0.102,0
399,1,0,14516,0.011,0
362,4,3,13534,0.051,0
399,0,0,15742,0.005,0
399,5,0,14978,0.085,0
399,6,0,14765,0.115,0
398,3,0,15032,0.039,0
398,2,0,14812,0.023,0
222,10,20,8098,0.123,1
399,2,0,14516,0.023,0
362,5,3,13534,0.072,0
399,1,0,15742,0.011,0
399,6,0,14978,0.115,0
399,7,0,14765,0.149,1
398,4,0,15032,0.06,0
398,3,0,14812,0.039,0
223,0,20,8159,0.002,0
399,3,0,14516,0.039,0
362,6,3,13534,0.098,0
399,2,0,15742,0.023,0
399,7,0,14978,0.149,1
400,0,0,14799,0.005,0
398,5,0,15032,0.085,0
398,4,0,14812,0.06,0
223,1,20,8159,0.005,0
399,4,0,14516,0.06,0
362,7,3,13534,0.127,1
399,3,0,15742,0.039,0
400,0,0,15004,0.005,0
400,1,0,14799,0.011,0
398,6,0,15032,0.115,0
398,5,0,14812,0.085,0
223,2,20,8159,0.01,0
399,5,0,14516,0.085,0
363,0,3,13548,0.004,0
399,4,0,15742,0.059,0
400,1,0,15004,0.011,0
400,2,0,14799,0.023,0
398,7,0,15032,0.149,1
398,6,0,14812,0.115,0
223,3,20,8159,0.017,0
399,6,0,14516,0.115,0
363,1,3,13548,0.01,0
399,5,0,15742,0.084,0
400,2,0,15004,0.023,0
400,3,0,14799,0.039,0
399,0,0,15051,0.005,0
398,7,0,14812,0.149,1
223,4,20,8159,0.026,0
399,7,0,14516,0.149,1
363,2,3,13548,0.019,0
399,6,0,15742,0.114,0
400,3,0,15004,0.039,0
400,4,0,14799,0.059,0
399,1,0,15051,0.011,0
399,0,0,14895,0.005,0
223,5,20,8159,0.037,0
400,0,0,14539,0.005,0
363,3,3,13548,0.033,0
399,7,0,15742,0.148,1
400,4,0,15004,0.059,0
400,5,0,14799,0.085,0
399,2,0,15051,0.023,0
399,1,0,14895,0.011,0
223,6,20,8159,0.05,0
400,1,0,14539,0.011,0
363,4,3,13548,0.051,0
400,0,0,15810,0.005,0
400,5,0,15004,0.085,0
400,6,0,14799,0.114,1
399,3,0,15051,0.039,0
399,2,0,14895,0.023,0
223,7,20,8159,0.065,0
400,2,0,14539,0.023,0
363,5,3,13548,0.072,0
400,1,0,15810,0.011,0
400,6,0,15004,0.114,1
401,0,0,14851,0.005,0
399,4,0,15051,0.06,0
399,3,0,14895,0.039,0
223,8,20,8159,0.082,0
400,3,0,14539,0.039,0
363,6,3,13548,0.097,0
400,2,0,15810,0.023,0
401,0,0,15046,0.005,0
401,1,0,14851,0.011,0
399,5,0,15051,0.085,0
399,4,0,14895,0.06,0
223,9,20,8159,0.101,1
400,4,0,14539,0.06,0
363,7,3,13548,0.127,1
400,3,0,15810,0.039,0
401,1,0,15046,0.011,0
401,2,0,14851,0.023,0
399,6,0,15051,0.114,0
399,5,0,14895,0.085,0
224,0,20,8205,0.002,0
400,5,0,14539,0.085,0
364,0,3,13582,0.004,0
400,4,0,15810,0.059,0
401,2,0,15046,0.023,0
401,3,0,14851,0.039,0
399,7,0,15051,0.149,1
399,6,0,14895,0.115,0
224,1,20,8205,0.005,0
400,6,0,14539,0.115,0
364,1,3,13582,0.01,0
400,5,0,15810,0.084,0
401,3,0,15046,0.039,0
401,4,0,14851,0.059,0
400,0,0,15128,0.005,0
399,7,0,14895,0.149,1
224,2,20,8205,0.01,0
400,7,0,14539,0.149,1
364,2,3,13582,0.019,0
400,6,0,15810,0.114,0
401,4,0,15046,0.059,0
401,5,0,14851,0.084,0
400,1,0,15128,0.011,0
400,0,0,14908,0.005,0
224,3,20,8205,0.017,0
401,0,0,14579,0.005,0
364,3,3,13582,0.033,0
400,7,0,15810,0.148,1
401,5,0,15046,0.084,0
401,6,0,14851,0.114,0
400,2,0,15128,0.023,0
400,1,0,14908,0.011,0
224,4,20,8205,0.026,0
401,1,0,14579,0.011,0
364,4,3,13582,0.05,0
401,0,0,15861,0.005,0
401,6,0,15046,0.114,0
401,7,0,14851,0.148,1
400,3,0,15128,0.039,0
400,2,0,14908,0.023,0
224,5,20,8205,0.037,0
401,2,0,14579,0.023,0
364,5,3,13582,0.072,0
401,1,0,15861,0.011,0
401,7,0,15046,0.148,1
402,0,0,14885,0.005,0
400,4,0,15128,0.059,0
400,3,0,14908,0.039,0
224,6,20,8205,0.05,0
401,3,0,14579,0.039,0
364,6,3,13582,0.097,1
401,2,0,15861,0.023,0
402,0,0,15066,0.005,0
402,1,0,14885,0.011,0
400,5,0,15128,0.084,0
400,4,0,14908,0.059,0
224,7,20,8205,0.065,0
401,4,0,14579,0.059,0
365,0,3,13609,0.004,0
401,3,0,15861,0.039,0
402,1,0,15066,0.011,0
402,2,0,14885,0.023,0
400,6,0,15128,0.114,1
400,5,0,14908,0.085,0
224,8,20,8205,0.082,0
401,5,0,14579,0.085,0
365,1,3,13609,0.01,0
401,4,0,15861,0.059,0
402,2,0,15066,0.023,0
402,3,0,14885,0.039,0
401,0,0,15156,0.005,0
400,6,0,14908,0.114,1
224,9,20,8205,0.101,0
401,6,0,14579,0.114,0
365,2,3,13609,0.019,0
401,5,0,15861,0.084,0
402,3,0,15066,0.039,0
402,4,0,14885,0.059,0
401,1,0,15156,0.011,0
401,0,0,14970,0.005,0
224,10,20,8205,0.122,1
401,7,0,14579,0.149,1
365,3,3,13609,0.033,0
401,6,0,15861,0.113,0
402,4,0,15066,0.059,0
402,5,0,14885,0.084,0
401,2,0,15156,0.023,0
401,1,0,14970,0.011,0
225,0,20,8227,0.002,0
402,0,0,14609,0.005,0
365,4,3,13609,0.05,0
401,7,0,15861,0.148,1
402,5,0,15066,0.084,0
402,6,0,14885,0.114,0
401,3,0,15156,0.039,0
401,2,0,14970,0.023,0
225,1,20,8227,0.005,0
402,1,0,14609,0.011,0
365,5,3,13609,0.072,0
402,0,0,15895,0.005,0
402,6,0,15066,0.114,0
402,7,0,14885,0.148,1
401,4,0,15156,0.059,0
401,3,0,14970,0.039,0
225,2,20,8227,0.01,0
402,2,0,14609,0.023,0
365,6,3,13609,0.097,0
402,1,0,15895,0.011,0
402,7,0,15066,0.148,1
403,0,0,14967,0.005,0
401,5,0,15156,0.084,0
401,4,0,14970,0.059,0
225,3,20,8227,0.017,0
402,3,0,14609,0.039,0
365,7,3,13609,0.126,1
402,2,0,15895,0.023,0
403,0,0,15118,0.005,0
403,1,0,14967,0.011,0
401,6,0,15156,0.114,0
401,5,0,14970,0.084,0
225,4,20,8227,0.026,0
402,4,0,14609,0.059,0
366,0,3,13670,0.004,0
402,3,0,15895,0.038,0
403,1,0,15118,0.011,0
403,2,0,14967,0.023,0
401,7,0,15156,0.148,1
401,6,0,14970,0.114,0
225,5,20,8227,0.037,0
402,5,0,14609,0.084,0
366,1,3,13670,0.01,0
402,4,0,15895,0.059,0
403,2,0,15118,0.023,0
403,3,0,14967,0.039,0
402,0,0,15210,0.005,0
401,7,0,14970,0.148,1
225,6,20,8227,0.05,0
402,6,0,14609,0.114,1
366,2,3,13670,0.019,0
402,5,0,15895,0.084,0
403,3,0,15118,0.039,0
403,4,0,14967,0.059,0
402,1,0,15210,0.011,0
402,0,0,15016,0.005,0
225,7,20,8227,0.065,0
403,0,0,14624,0.005,0
366,3,3,13670,0.033,0
402,6,0,15895,0.113,1
403,4,0,15118,0.059,0
403,5,0,14967,0.084,0
402,2,0,15210,0.023,0
402,1,0,15016,0.011,0
225,8,20,8227,0.082,0
403,1,0,14624,0.011,0
366,4,3,13670,0.05,0
403,0,0,15941,0.005,0
403,5,0,15118,0.084,0
403,6,0,14967,0.114,1
402,3,0,15210,0.039,0
402,2,0,15016,0.023,0
225,9,20,8227,0.101,0
403,2,0,14624,0.023,0
366,5,3,13670,0.072,0
403,1,0,15941,0.011,0
403,6,0,15118,0.113,0
404,0,0,15004,0.005,0
402,4,0,15210,0.059,0
402,3,0,15016,0.039,0
225,10,20,8227,0.122,1
403,3,0,14624,0.039,0
366,6,3,13670,0.097,0
403,2,0,15941,0.023,0
403,7,0,15118,0.148,1
404,1,0,15004,0.011,0
402,5,0,15210,0.084,0
402,4,0,15016,0.059,0
226,0,20,8254,0.002,0
403,4,0,14624,0.059,0
366,7,3,13670,0.126,1
403,3,0,15941,0.038,0
404,0,0,15147,0.005,0
404,2,0,15004,0.023,0
402,6,0,15210,0.114,0
402,5,0,15016,0.084,0
226,1,20,8254,0.005,0
403,5,0,14624,0.084,0
367,0,3,13685,0.004,0
403,4,0,15941,0.059,0
404,1,0,15147,0.011,0
404,3,0,15004,0.039,0
402,7,0,15210,0.148,1
402,6,0,15016,0.114,0
226,2,20,8254,0.01,0
403,6,0,14624,0.114,0
367,1,3,13685,0.01,0
403,5,0,15941,0.084,0
404,2,0,15147,0.023,0
404,4,0,15004,0.059,0
403,0,0,15233,0.005,0
402,7,0,15016,0.148,1
226,3,20,8254,0.017,0
403,7,0,14624,0.148,1
367,2,3,13685,0.019,0
403,6,0,15941,0.113,0
404,3,0,15147,0.039,0
404,5,0,15004,0.084,0
403,1,0,15233,0.011,0
403,0,0,15047,0.005,0
226,4,20,8254,0.026,0
404,0,0,14644,0.005,0
367,3,3,13685,0.033,0
403,7,0,15941,0.147,1
404,4,0,15147,0.059,0
404,6,0,15004,0.113,0
403,2,0,15233,0.023,0
403,1,0,15047,0.011,0
226,5,20,8254,0.037,0
404,1,0,14644,0.011,0
367,4,3,13685,0.05,0
404,0,0,16022,0.005,0
404,5,0,15147,0.084,0
404,7,0,15004,0.147,1
403,3,0,15233,0.039,0
403,2,0,15047,0.023,0
226,6,20,8254,0.05,0
404,2,0,14644,0.023,0
367,5,3,13685,0.072,0
404,1,0,16022,0.011,0
404,6,0,15147,0.113,1
405,0,0,15021,0.005,0
403,4,0,15233,0.059,0
403,3,0,15047,0.039,0
226,7,20,8254,0.065,0
404,3,0,14644,0.039,0
367,6,3,13685,0.097,1
404,2,0,16022,0.023,0
405,0,0,15153,0.005,0
405,1,0,15021,0.011,0
403,5,0,15233,0.084,0
403,4,0,15047,0.059,0
226,8,20,8254,0.082,0
404,4,0,14644,0.059,0
368,0,3,13713,0.004,0
404,3,0,16022,0.038,0
405,1,0,15153,0.011,0
405,2,0,15021,0.023,0
403,6,0,15233,0.113,1
403,5,0,15047,0.084,0
226,9,20,8254,0.101,0
404,5,0,14644,0.084,0
368,1,3,13713,0.009,0
404,4,0,16022,0.059,0
405,2,0,15153,0.023,0
405,3,0,15021,0.038,0
404,0,0,15271,0.005,0
403,6,0,15047,0.114,0
226,10,20,8254,0.122,1
404,6,0,14644,0.114,0
368,2,3,13713,0.019,0
404,5,0,16022,0.083,0
405,3,0,15153,0.038,0
405,4,0,15021,0.059,0
404,1,0,15271,0.011,0
403,7,0,15047,0.148,1
227,0,20,8296,0.002,0
404,7,0,14644,0.148,1
368,3,3,13713,0.033,0
404,6,0,16022,0.113,0
405,4,0,15153,0.059,0
405,5,0,15021,0.084,0
404,2,0,15271,0.023,0
404,0,0,15117,0.005,0
227,1,20,8296,0.005,0
405,0,0,14700,0.005,0
368,4,3,13713,0.05,0
404,7,0,16022,0.147,1
405,5,0,15153,0.084,0
405,6,0,15021,0.113,0
404,3,0,15271,0.038,0
404,1,0,15117,0.011,0
227,2,20,8296,0.01,0
405,1,0,14700,0.011,0
368,5,3,13713,0.071,0
405,0,0,16073,0.004,0
405,6,0,15153,0.113,0
405,7,0,15021,0.147,1
404,4,0,15271,0.059,0
404,2,0,15117,0.023,0
227,3,20,8296,0.017,0
405,2,0,14700,0.023,0
368,6,3,13713,0.097,0
405,1,0,16073,0.011,0
405,7,0,15153,0.147,1
406,0,0,15078,0.005,0
404,5,0,15271,0.084,0
404,3,0,15117,0.039,0
227,4,20,8296,0.026,0
405,3,0,14700,0.039,0
368,7,3,13713,0.126,1
405,2,0,16073,0.022,0
406,0,0,15219,0.005,0
406,1,0,15078,0.011,0
404,6,0,15271,0.113,0
404,4,0,15117,0.059,0
227,5,20,8296,0.037,0
405,4,0,14700,0.059,0
369,0,3,13731,0.004,0
405,3,0,16073,0.038,0
406,1,0,15219,0.011,0
406,2,0,15078,0.023,0
404,7,0,15271,0.147,1
404,5,0,15117,0.084,0
227,6,20,8296,0.05,0
405,5,0,14700,0.084,0
369,1,3,13731,0.009,0
405,4,0,16073,0.058,0
406,2,0,15219,0.023,0
406,3,0,15078,0.038,0
405,0,0,15326,0.005,0
404,6,0,15117,0.113,1
227,7,20,8296,0.065,0
405,6,0,14700,0.113,1
369,2,3,13731,0.019,0
405,5,0,16073,0.083,0
406,3,0,15219,0.038,0
406,4,0,15078,0.059,0
405,1,0,15326,0.011,0
405,0,0,15202,0.005,0
227,8,20,8296,0.082,0
406,0,0,14757,0.005,0
369,3,3,13731,0.033,0
405,6,0,16073,0.112,1
406,4,0,15219,0.059,0
406,5,0,15078,0.083,0
405,2,0,15326,0.023,0
405,1,0,15202,0.011,0
227,9,20,8296,0.101,0
406,1,0,14757,0.011,0
369,4,3,13731,0.05,0
406,0,0,16096,0.004,0
406,5,0,15219,0.083,0
406,6,0,15078,0.113,0
405,3,0,15326,0.038,0
405,2,0,15202,0.023,0
227,10,20,8296,0.122,1
406,2,0,14757,0.023,0
369,5,3,13731,0.071,0
406,1,0,16096,0.011,0
406,6,0,15219,0.113,0
406,7,0,15078,0.147,1
405,4,0,15326,0.059,0
405,3,0,15202,0.038,0
228,0,20,8346,0.002,0
406,3,0,14757,0.038,0
369,6,3,13731,0.096,0
406,2,0,16096,0.022,0
406,7,0,15219,0.147,1
407,0,0,15106,0.005,0
405,5,0,15326,0.084,0
405,4,0,15202,0.059,0
228,1,20,8346,0.005,0
406,4,0,14757,0.059,0
369,7,3,13731,0.125,1
406,3,0,16096,0.038,0
407,0,0,15250,0.004,0
407,1,0,15106,0.011,0
405,6,0,15326,0.113,0
405,5,0,15202,0.084,0
228,2,20,8346,0.01,0
406,5,0,14757,0.084,0
370,0,3,13755,0.004,0
406,4,0,16096,0.058,0
407,1,0,15250,0.011,0
407,2,0,15106,0.023,0
405,7,0,15326,0.147,1
405,6,0,15202,0.113,0
228,3,20,8346,0.017,0
406,6,0,14757,0.113,0
370,1,3,13755,0.009,0
406,5,0,16096,0.083,0
407,2,0,15250,0.022,0
407,3,0,15106,0.038,0
406,0,0,15387,0.004,0
405,7,0,15202,0.147,1
228,4,20,8346,0.026,0
406,7,0,14757,0.147,1
370,2,3,13755,0.019,0
406,6,0,16096,0.112,0
407,3,0,15250,0.038,0
407,4,0,15106,0.059,0
406,1,0,15387,0.011,0
406,0,0,15249,0.005,0
228,5,20,8346,0.037,0
407,0,0,14797,0.005,0
370,3,3,13755,0.033,0
406,7,0,16096,0.146,1
407,4,0,15250,0.058,0
407,5,0,15106,0.083,0
406,2,0,15387,0.023,0
406,1,0,15249,0.011,0
228,6,20,8346,0.05,0
407,1,0,14797,0.011,0
370,4,3,13755,0.05,0
407,0,0,16124,0.004,0
407,5,0,15250,0.083,0
407,6,0,15106,0.113,1
406,3,0,15387,0.038,0
406,2,0,15249,0.023,0
228,7,20,8346,0.065,0
407,2,0,14797,0.023,0
370,5,3,13755,0.071,0
407,1,0,16124,0.011,0
407,6,0,15250,0.112,1
408,0,0,15176,0.004,0
406,4,0,15387,0.059,0
406,3,0,15249,0.038,0
228,8,20,8346,0.082,0
407,3,0,14797,0.038,0
370,6,3,13755,0.096,0
407,2,0,16124,0.022,0
408,0,0,15298,0.004,0
408,1,0,15176,0.011,0
406,5,0,15387,0.083,0
406,4,0,15249,0.059,0
228,9,20,8346,0.101,1
407,4,0,14797,0.059,0
370,7,3,13755,0.125,1
407,3,0,16124,0.038,0
408,1,0,15298,0.011,0
