Blocks,Age,Faults,Time,Result,Output
379,8,20,13974,0.071,0
607,5,0,22268,0.057,0
571,1,3,21380,0.007,0
607,4,0,23586,0.04,0
608,2,0,23012,0.015,0
608,3,0,22555,0.026,0
607,0,0,23617,0.003,0
606,6,0,22933,0.078,0
379,9,20,13974,0.087,1
607,6,0,22268,0.078,0
571,2,3,21380,0.014,0
607,5,0,23586,0.057,0
608,3,0,23012,0.026,0
608,4,0,22555,0.04,0
607,1,0,23617,0.008,0
606,7,0,22933,0.101,1
380,0,20,14007,0.001,0
607,7,0,22268,0.101,1
571,3,3,21380,0.024,0
607,6,0,23586,0.077,0
608,4,0,23012,0.04,0
608,5,0,22555,0.057,0
607,2,0,23617,0.015,0
607,0,0,22967,0.003,0
380,1,20,14007,0.004,0
608,0,0,22295,0.003,0
571,4,3,21380,0.036,0
607,7,0,23586,0.101,1
608,5,0,23012,0.057,0
608,6,0,22555,0.078,0
607,3,0,23617,0.026,0
607,1,0,22967,0.008,0
380,2,20,14007,0.008,0
608,1,0,22295,0.008,0
571,5,3,21380,0.051,0
608,0,0,23606,0.003,0
608,6,0,23012,0.077,0
608,7,0,22555,0.101,1
607,4,0,23617,0.04,0
607,2,0,22967,0.016,0
380,3,20,14007,0.014,0
608,2,0,22295,0.016,0
571,6,3,21380,0.069,0
608,1,0,23606,0.008,0
608,7,0,23012,0.101,1
609,0,0,22578,0.003,0
607,5,0,23617,0.057,0
607,3,0,22967,0.026,0
380,4,20,14007,0.022,0
608,3,0,22295,0.026,0
571,7,3,21380,0.09,1
608,2,0,23606,0.015,0
609,0,0,23044,0.003,0
609,1,0,22578,0.008,0
607,6,0,23617,0.077,0
607,4,0,22967,0.04,0
380,5,20,14007,0.032,0
608,4,0,22295,0.04,0
572,0,3,21406,0.003,0
608,3,0,23606,0.026,0
609,1,0,23044,0.008,0
609,2,0,22578,0.015,0
607,7,0,23617,0.101,1
607,5,0,22967,0.057,0
380,6,20,14007,0.043,0
608,5,0,22295,0.057,0
572,1,3,21406,0.007,0
608,4,0,23606,0.04,0
609,2,0,23044,0.015,0
609,3,0,22578,0.026,0
608,0,0,23654,0.003,0
607,6,0,22967,0.078,1
380,7,20,14007,0.056,0
608,6,0,22295,0.078,1
572,2,3,21406,0.014,0
608,5,0,23606,0.057,0
609,3,0,23044,0.026,0
609,4,0,22578,0.04,0
608,1,0,23654,0.008,0
608,0,0,23009,0.003,0
380,8,20,14007,0.071,0
609,0,0,22362,0.003,0
572,3,3,21406,0.023,0
608,6,0,23606,0.077,0
609,4,0,23044,0.04,0
609,5,0,22578,0.057,0
608,2,0,23654,0.015,0
608,1,0,23009,0.008,0
380,9,20,14007,0.087,1
609,1,0,22362,0.008,0
572,4,3,21406,0.036,0
608,7,0,23606,0.1,1
609,5,0,23044,0.057,0
609,6,0,22578,0.077,0
608,3,0,23654,0.026,0
608,2,0,23009,0.015,0
381,0,20,14050,0.001,0
609,2,0,22362,0.015,0
572,5,3,21406,0.051,0
609,0,0,23631,0.003,0
609,6,0,23044,0.077,0
609,7,0,22578,0.101,1
608,4,0,23654,0.04,0
608,3,0,23009,0.026,0
381,1,20,14050,0.004,0
609,3,0,22362,0.026,0
572,6,3,21406,0.069,0
609,1,0,23631,0.008,0
609,7,0,23044,0.1,1
610,0,0,22599,0.003,0
608,5,0,23654,0.057,0
608,4,0,23009,0.04,0
381,2,20,14050,0.008,0
609,4,0,22362,0.04,0
572,7,3,21406,0.09,1
609,2,0,23631,0.015,0
610,0,0,23086,0.003,0
610,1,0,22599,0.008,0
608,6,0,23654,0.077,0
608,5,0,23009,0.057,0
381,3,20,14050,0.014,0
609,5,0,22362,0.057,0
573,0,3,21466,0.003,0
609,3,0,23631,0.026,0
610,1,0,23086,0.008,0
610,2,0,22599,0.015,0
608,7,0,23654,0.1,1
608,6,0,23009,0.077,0
381,4,20,14050,0.022,0
609,6,0,22362,0.077,0
573,1,3,21466,0.007,0
609,4,0,23631,0.04,0
610,2,0,23086,0.015,0
610,3,0,22599,0.026,0
609,0,0,23685,0.003,0
608,7,0,23009,0.101,1
381,5,20,14050,0.032,0
609,7,0,22362,0.101,1
573,2,3,21466,0.014,0
609,5,0,23631,0.057,0
610,3,0,23086,0.026,0
610,4,0,22599,0.04,0
609,1,0,23685,0.008,0
609,0,0,23028,0.003,0
381,6,20,14050,0.043,0
610,0,0,22406,0.003,0
573,3,3,21466,0.023,0
609,6,0,23631,0.077,1
610,4,0,23086,0.04,0
610,5,0,22599,0.057,0
609,2,0,23685,0.015,0
609,1,0,23028,0.008,0
381,7,20,14050,0.056,0
610,1,0,22406,0.008,0
573,4,3,21466,0.036,0
610,0,0,23645,0.003,0
610,5,0,23086,0.057,0
610,6,0,22599,0.077,1
609,3,0,23685,0.026,0
609,2,0,23028,0.015,0
381,8,20,14050,0.071,0
610,2,0,22406,0.015,0
573,5,3,21466,0.051,0
610,1,0,23645,0.008,0
610,6,0,23086,0.077,0
611,0,0,22627,0.003,0
609,4,0,23685,0.04,0
609,3,0,23028,0.026,0
381,9,20,14050,0.087,1
610,3,0,22406,0.026,0
573,6,3,21466,0.069,0
610,2,0,23645,0.015,0
610,7,0,23086,0.1,1
611,1,0,22627,0.008,0
609,5,0,23685,0.057,0
609,4,0,23028,0.04,0
382,0,20,14067,0.001,0
610,4,0,22406,0.04,0
573,7,3,21466,0.09,1
610,3,0,23645,0.026,0
611,0,0,23118,0.003,0
611,2,0,22627,0.015,0
609,6,0,23685,0.077,0
609,5,0,23028,0.057,0
382,1,20,14067,0.004,0
610,5,0,22406,0.057,0
574,0,3,21514,0.003,0
610,4,0,23645,0.04,0
611,1,0,23118,0.008,0
611,3,0,22627,0.026,0
609,7,0,23685,0.1,1
609,6,0,23028,0.077,0
382,2,20,14067,0.008,0
610,6,0,22406,0.077,0
574,1,3,21514,0.007,0
610,5,0,23645,0.057,0
611,2,0,23118,0.015,0
611,4,0,22627,0.04,0
610,0,0,23709,0.003,0
609,7,0,23028,0.1,1
382,3,20,14067,0.014,0
610,7,0,22406,0.101,1
574,2,3,21514,0.014,0
610,6,0,23645,0.077,0
611,3,0,23118,0.026,0
611,5,0,22627,0.057,0
610,1,0,23709,0.008,0
610,0,0,23049,0.003,0
382,4,20,14067,0.022,0
611,0,0,22436,0.003,0
574,3,3,21514,0.023,0
610,7,0,23645,0.1,1
611,4,0,23118,0.04,0
611,6,0,22627,0.077,0
610,2,0,23709,0.015,0
610,1,0,23049,0.008,0
382,5,20,14067,0.032,0
611,1,0,22436,0.008,0
574,4,3,21514,0.036,0
611,0,0,23663,0.003,0
611,5,0,23118,0.057,0
611,7,0,22627,0.1,1
610,3,0,23709,0.026,0
610,2,0,23049,0.015,0
382,6,20,14067,0.043,0
611,2,0,22436,0.015,0
574,5,3,21514,0.051,0
611,1,0,23663,0.008,0
611,6,0,23118,0.077,1
612,0,0,22667,0.003,0
610,4,0,23709,0.04,0
610,3,0,23049,0.026,0
382,7,20,14067,0.056,0
611,3,0,22436,0.026,0
574,6,3,21514,0.069,0
611,2,0,23663,0.015,0
612,0,0,23186,0.003,0
612,1,0,22667,0.008,0
610,5,0,23709,0.057,0
610,4,0,23049,0.04,0
382,8,20,14067,0.071,1
611,4,0,22436,0.04,0
574,7,3,21514,0.09,1
611,3,0,23663,0.026,0
612,1,0,23186,0.008,0
612,2,0,22667,0.015,0
610,6,0,23709,0.077,0
610,5,0,23049,0.057,0
383,0,20,14092,0.001,0
611,5,0,22436,0.057,0
575,0,3,21552,0.003,0
611,4,0,23663,0.04,0
612,2,0,23186,0.015,0
612,3,0,22667,0.026,0
610,7,0,23709,0.1,1
610,6,0,23049,0.077,0
383,1,20,14092,0.004,0
611,6,0,22436,0.077,0
575,1,3,21552,0.007,0
611,5,0,23663,0.057,0
612,3,0,23186,0.026,0
612,4,0,22667,0.04,0
611,0,0,23760,0.003,0
610,7,0,23049,0.1,1
383,2,20,14092,0.008,0
611,7,0,22436,0.1,1
575,2,3,21552,0.014,0
611,6,0,23663,0.077,0
612,4,0,23186,0.04,0
612,5,0,22667,0.057,0
611,1,0,23760,0.008,0
611,0,0,23080,0.003,0
383,3,20,14092,0.014,0
612,0,0,22498,0.003,0
575,3,3,21552,0.023,0
611,7,0,23663,0.1,1
612,5,0,23186,0.057,0
612,6,0,22667,0.077,0
611,2,0,23760,0.015,0
611,1,0,23080,0.008,0
383,4,20,14092,0.022,0
612,1,0,22498,0.008,0
575,4,3,21552,0.036,0
612,0,0,23717,0.003,0
612,6,0,23186,0.077,0
612,7,0,22667,0.1,1
611,3,0,23760,0.026,0
611,2,0,23080,0.015,0
383,5,20,14092,0.032,0
612,2,0,22498,0.015,0
575,5,3,21552,0.051,0
612,1,0,23717,0.008,0
612,7,0,23186,0.1,1
613,0,0,22702,0.003,0
611,4,0,23760,0.04,0
611,3,0,23080,0.026,0
383,6,20,14092,0.043,0
612,3,0,22498,0.026,0
575,6,3,21552,0.069,1
612,2,0,23717,0.015,0
613,0,0,23204,0.003,0
613,1,0,22702,0.008,0
611,5,0,23760,0.057,0
611,4,0,23080,0.04,0
383,7,20,14092,0.056,0
612,4,0,22498,0.04,0
576,0,3,21571,0.003,0
612,3,0,23717,0.026,0
613,1,0,23204,0.008,0
613,2,0,22702,0.015,0
611,6,0,23760,0.077,1
611,5,0,23080,0.057,0
383,8,20,14092,0.071,0
612,5,0,22498,0.057,0
576,1,3,21571,0.007,0
612,4,0,23717,0.04,0
613,2,0,23204,0.015,0
613,3,0,22702,0.026,0
612,0,0,23839,0.003,0
611,6,0,23080,0.077,0
383,9,20,14092,0.087,1
612,6,0,22498,0.077,0
576,2,3,21571,0.014,0
612,5,0,23717,0.057,0
613,3,0,23204,0.026,0
613,4,0,22702,0.04,0
612,1,0,23839,0.008,0
611,7,0,23080,0.1,1
384,0,20,14132,0.001,0
612,7,0,22498,0.1,1
576,3,3,21571,0.023,0
612,6,0,23717,0.077,0
613,4,0,23204,0.04,0
613,5,0,22702,0.057,0
612,2,0,23839,0.015,0
612,0,0,23120,0.003,0
384,1,20,14132,0.004,0
613,0,0,22523,0.003,0
576,4,3,21571,0.036,0
612,7,0,23717,0.1,1
613,5,0,23204,0.057,0
613,6,0,22702,0.077,0
612,3,0,23839,0.026,0
612,1,0,23120,0.008,0
384,2,20,14132,0.008,0
613,1,0,22523,0.008,0
576,5,3,21571,0.051,0
613,0,0,23770,0.003,0
613,6,0,23204,0.077,0
613,7,0,22702,0.1,1
612,4,0,23839,0.04,0
612,2,0,23120,0.015,0
384,3,20,14132,0.014,0
613,2,0,22523,0.015,0
576,6,3,21571,0.069,0
613,1,0,23770,0.008,0
613,7,0,23204,0.1,1
614,0,0,22728,0.003,0
612,5,0,23839,0.057,0
612,3,0,23120,0.026,0
384,4,20,14132,0.022,0
613,3,0,22523,0.026,0
576,7,3,21571,0.089,1
613,2,0,23770,0.015,0
614,0,0,23231,0.003,0
614,1,0,22728,0.008,0
612,6,0,23839,0.077,0
612,4,0,23120,0.04,0
384,5,20,14132,0.032,0
613,4,0,22523,0.04,0
577,0,3,21606,0.003,0
613,3,0,23770,0.026,0
614,1,0,23231,0.008,0
614,2,0,22728,0.015,0
612,7,0,23839,0.1,1
612,5,0,23120,0.057,0
384,6,20,14132,0.043,0
613,5,0,22523,0.057,0
577,1,3,21606,0.007,0
613,4,0,23770,0.04,0
614,2,0,23231,0.015,0
614,3,0,22728,0.026,0
613,0,0,23857,0.003,0
612,6,0,23120,0.077,1
384,7,20,14132,0.056,0
613,6,0,22523,0.077,1
577,2,3,21606,0.014,0
613,5,0,23770,0.057,0
614,3,0,23231,0.026,0
614,4,0,22728,0.04,0
613,1,0,23857,0.008,0
613,0,0,23148,0.003,0
384,8,20,14132,0.071,0
614,0,0,22550,0.003,0
577,3,3,21606,0.023,0
613,6,0,23770,0.077,0
614,4,0,23231,0.04,0
614,5,0,22728,0.057,0
613,2,0,23857,0.015,0
613,1,0,23148,0.008,0
384,9,20,14132,0.087,1
614,1,0,22550,0.008,0
577,4,3,21606,0.036,0
613,7,0,23770,0.1,1
614,5,0,23231,0.057,0
614,6,0,22728,0.077,0
613,3,0,23857,0.026,0
613,2,0,23148,0.015,0
385,0,20,14182,0.001,0
614,2,0,22550,0.015,0
577,5,3,21606,0.051,0
614,0,0,23792,0.003,0
614,6,0,23231,0.077,0
614,7,0,22728,0.1,1
613,4,0,23857,0.04,0
613,3,0,23148,0.026,0
385,1,20,14182,0.004,0
614,3,0,22550,0.026,0
577,6,3,21606,0.069,0
614,1,0,23792,0.008,0
614,7,0,23231,0.1,1
615,0,0,22770,0.003,0
613,5,0,23857,0.057,0
613,4,0,23148,0.04,0
385,2,20,14182,0.008,0
614,4,0,22550,0.04,0
577,7,3,21606,0.089,1
614,2,0,23792,0.015,0
615,0,0,23258,0.003,0
615,1,0,22770,0.008,0
613,6,0,23857,0.077,0
613,5,0,23148,0.057,0
385,3,20,14182,0.014,0
614,5,0,22550,0.057,0
578,0,3,21637,0.003,0
614,3,0,23792,0.026,0
615,1,0,23258,0.008,0
615,2,0,22770,0.015,0
613,7,0,23857,0.1,1
613,6,0,23148,0.077,0
385,4,20,14182,0.022,0
614,6,0,22550,0.077,0
578,1,3,21637,0.007,0
614,4,0,23792,0.04,0
615,2,0,23258,0.015,0
615,3,0,22770,0.026,0
614,0,0,23890,0.003,0
613,7,0,23148,0.1,1
385,5,20,14182,0.032,0
614,7,0,22550,0.1,1
578,2,3,21637,0.014,0
614,5,0,23792,0.057,0
615,3,0,23258,0.026,0
615,4,0,22770,0.04,0
614,1,0,23890,0.008,0
614,0,0,23185,0.003,0
385,6,20,14182,0.043,0
615,0,0,22614,0.003,0
578,3,3,21637,0.023,0
614,6,0,23792,0.077,1
615,4,0,23258,0.04,0
615,5,0,22770,0.057,0
614,2,0,23890,0.015,0
614,1,0,23185,0.008,0
385,7,20,14182,0.056,0
615,1,0,22614,0.008,0
578,4,3,21637,0.036,0
615,0,0,23816,0.003,0
615,5,0,23258,0.057,0
615,6,0,22770,0.077,1
614,3,0,23890,0.026,0
614,2,0,23185,0.015,0
385,8,20,14182,0.07,0
615,2,0,22614,0.015,0
578,5,3,21637,0.051,0
615,1,0,23816,0.008,0
615,6,0,23258,0.077,0
616,0,0,22790,0.003,0
614,4,0,23890,0.04,0
614,3,0,23185,0.026,0
385,9,20,14182,0.087,1
615,3,0,22614,0.026,0
578,6,3,21637,0.069,0
615,2,0,23816,0.015,0
615,7,0,23258,0.1,1
616,1,0,22790,0.008,0
614,5,0,23890,0.057,0
614,4,0,23185,0.04,0
386,0,20,14250,0.001,0
615,4,0,22614,0.04,0
578,7,3,21637,0.089,1
615,3,0,23816,0.026,0
616,0,0,23330,0.003,0
616,2,0,22790,0.015,0
614,6,0,23890,0.077,0
614,5,0,23185,0.057,0
386,1,20,14250,0.004,0
615,5,0,22614,0.057,0
579,0,3,21666,0.003,0
615,4,0,23816,0.04,0
616,1,0,23330,0.008,0
616,3,0,22790,0.026,0
614,7,0,23890,0.1,1
614,6,0,23185,0.077,0
386,2,20,14250,0.008,0
615,6,0,22614,0.077,0
579,1,3,21666,0.007,0
615,5,0,23816,0.057,0
616,2,0,23330,0.015,0
616,4,0,22790,0.04,0
615,0,0,23912,0.003,0
614,7,0,23185,0.1,1
386,3,20,14250,0.014,0
615,7,0,22614,0.1,1
579,2,3,21666,0.014,0
615,6,0,23816,0.076,0
616,3,0,23330,0.026,0
616,5,0,22790,0.057,0
615,1,0,23912,0.008,0
615,0,0,23255,0.003,0
386,4,20,14250,0.022,0
616,0,0,22666,0.003,0
579,3,3,21666,0.023,0
615,7,0,23816,0.099,1
616,4,0,23330,0.04,0
616,6,0,22790,0.077,0
615,2,0,23912,0.015,0
615,1,0,23255,0.008,0
386,5,20,14250,0.032,0
616,1,0,22666,0.008,0
579,4,3,21666,0.036,0
616,0,0,23858,0.003,0
616,5,0,23330,0.057,0
616,7,0,22790,0.1,1
615,3,0,23912,0.026,0
615,2,0,23255,0.015,0
386,6,20,14250,0.043,0
616,2,0,22666,0.015,0
579,5,3,21666,0.051,0
616,1,0,23858,0.008,0
616,6,0,23330,0.076,1
617,0,0,22859,0.003,0
615,4,0,23912,0.04,0
615,3,0,23255,0.026,0
386,7,20,14250,0.056,0
616,3,0,22666,0.026,0
579,6,3,21666,0.069,0
616,2,0,23858,0.015,0
617,0,0,23357,0.003,0
617,1,0,22859,0.008,0
615,5,0,23912,0.057,0
615,4,0,23255,0.04,0
386,8,20,14250,0.07,1
616,4,0,22666,0.04,0
579,7,3,21666,0.089,1
616,3,0,23858,0.026,0
617,1,0,23357,0.008,0
617,2,0,22859,0.015,0
615,6,0,23912,0.076,0
615,5,0,23255,0.057,0
387,0,20,14291,0.001,0
616,5,0,22666,0.057,0
580,0,3,21685,0.003,0
616,4,0,23858,0.04,0
617,2,0,23357,0.015,0
617,3,0,22859,0.026,0
615,7,0,23912,0.099,1
615,6,0,23255,0.077,0
387,1,20,14291,0.004,0
616,6,0,22666,0.077,0
580,1,3,21685,0.007,0
616,5,0,23858,0.057,0
617,3,0,23357,0.026,0
617,4,0,22859,0.04,0
616,0,0,23940,0.003,0
615,7,0,23255,0.1,1
387,2,20,14291,0.008,0
616,7,0,22666,0.1,1
580,2,3,21685,0.014,0
616,6,0,23858,0.076,0
617,4,0,23357,0.04,0
617,5,0,22859,0.057,0
616,1,0,23940,0.008,0
616,0,0,23301,0.003,0
387,3,20,14291,0.014,0
617,0,0,22705,0.003,0
580,3,3,21685,0.023,0
616,7,0,23858,0.099,1
617,5,0,23357,0.057,0
617,6,0,22859,0.076,0
616,2,0,23940,0.015,0
616,1,0,23301,0.008,0
387,4,20,14291,0.022,0
617,1,0,22705,0.008,0
580,4,3,21685,0.036,0
617,0,0,23897,0.003,0
617,6,0,23357,0.076,0
617,7,0,22859,0.099,1
616,3,0,23940,0.026,0
616,2,0,23301,0.015,0
387,5,20,14291,0.032,0
617,2,0,22705,0.015,0
580,5,3,21685,0.051,0
617,1,0,23897,0.008,0
617,7,0,23357,0.099,1
618,0,0,22903,0.003,0
616,4,0,23940,0.04,0
616,3,0,23301,0.026,0
387,6,20,14291,0.043,0
617,3,0,22705,0.026,0
580,6,3,21685,0.068,1
617,2,0,23897,0.015,0
618,0,0,23420,0.003,0
618,1,0,22903,0.008,0
616,5,0,23940,0.056,0
616,4,0,23301,0.04,0
387,7,20,14291,0.056,0
617,4,0,22705,0.04,0
581,0,3,21704,0.003,0
617,3,0,23897,0.026,0
618,1,0,23420,0.008,0
618,2,0,22903,0.015,0
616,6,0,23940,0.076,1
616,5,0,23301,0.057,0
387,8,20,14291,0.07,0
617,5,0,22705,0.057,0
581,1,3,21704,0.007,0
617,4,0,23897,0.04,0
618,2,0,23420,0.015,0
618,3,0,22903,0.026,0
617,0,0,23955,0.003,0
616,6,0,23301,0.076,0
387,9,20,14291,0.087,1
617,6,0,22705,0.076,0
581,2,3,21704,0.014,0
617,5,0,23897,0.056,0
618,3,0,23420,0.026,0
618,4,0,22903,0.04,0
617,1,0,23955,0.008,0
616,7,0,23301,0.099,1
388,0,20,14321,0.001,0
617,7,0,22705,0.099,1
581,3,3,21704,0.023,0
617,6,0,23897,0.076,0
618,4,0,23420,0.04,0
618,5,0,22903,0.056,0
617,2,0,23955,0.015,0
617,0,0,23360,0.003,0
388,1,20,14321,0.004,0
618,0,0,22743,0.003,0
581,4,3,21704,0.036,0
617,7,0,23897,0.099,1
618,5,0,23420,0.056,0
618,6,0,22903,0.076,0
617,3,0,23955,0.026,0
617,1,0,23360,0.008,0
388,2,20,14321,0.008,0
618,1,0,22743,0.008,0
581,5,3,21704,0.051,0
618,0,0,23939,0.003,0
618,6,0,23420,0.076,0
618,7,0,22903,0.099,1
617,4,0,23955,0.04,0
617,2,0,23360,0.015,0
388,3,20,14321,0.014,0
618,2,0,22743,0.015,0
581,6,3,21704,0.068,0
618,1,0,23939,0.008,0
618,7,0,23420,0.099,1
619,0,0,22934,0.003,0
617,5,0,23955,0.056,0
617,3,0,23360,0.026,0
388,4,20,14321,0.022,0
618,3,0,22743,0.026,0
581,7,3,21704,0.089,1
618,2,0,23939,0.015,0
619,0,0,23460,0.003,0
619,1,0,22934,0.008,0
617,6,0,23955,0.076,0
617,4,0,23360,0.04,0
388,5,20,14321,0.031,0
618,4,0,22743,0.04,0
582,0,3,21752,0.003,0
618,3,0,23939,0.026,0
619,1,0,23460,0.008,0
619,2,0,22934,0.015,0
617,7,0,23955,0.099,1
617,5,0,23360,0.056,0
388,6,20,14321,0.043,0
618,5,0,22743,0.057,0
582,1,3,21752,0.007,0
618,4,0,23939,0.04,0
619,2,0,23460,0.015,0
619,3,0,22934,0.026,0
618,0,0,24006,0.003,0
617,6,0,23360,0.076,1
388,7,20,14321,0.056,0
618,6,0,22743,0.076,1
582,2,3,21752,0.014,0
618,5,0,23939,0.056,0
619,3,0,23460,0.026,0
619,4,0,22934,0.04,0
618,1,0,24006,0.008,0
618,0,0,23407,0.003,0
388,8,20,14321,0.07,0
619,0,0,22780,0.003,0
582,3,3,21752,0.023,0
618,6,0,23939,0.076,0
619,4,0,23460,0.04,0
619,5,0,22934,0.056,0
618,2,0,24006,0.015,0
618,1,0,23407,0.008,0
388,9,20,14321,0.087,1
619,1,0,22780,0.008,0
582,4,3,21752,0.035,0
618,7,0,23939,0.099,1
619,5,0,23460,0.056,0
619,6,0,22934,0.076,0
618,3,0,24006,0.026,0
618,2,0,23407,0.015,0
389,0,20,14359,0.001,0
619,2,0,22780,0.015,0
582,5,3,21752,0.05,0
619,0,0,23973,0.003,0
619,6,0,23460,0.076,0
619,7,0,22934,0.099,1
618,4,0,24006,0.04,0
618,3,0,23407,0.026,0
389,1,20,14359,0.004,0
619,3,0,22780,0.026,0
582,6,3,21752,0.068,0
619,1,0,23973,0.008,0
619,7,0,23460,0.099,1
620,0,0,22960,0.003,0
618,5,0,24006,0.056,0
618,4,0,23407,0.04,0
389,2,20,14359,0.008,0
619,4,0,22780,0.04,0
582,7,3,21752,0.089,1
619,2,0,23973,0.015,0
620,0,0,23481,0.003,0
620,1,0,22960,0.008,0
618,6,0,24006,0.076,0
618,5,0,23407,0.056,0
389,3,20,14359,0.014,0
619,5,0,22780,0.056,0
583,0,3,21807,0.003,0
619,3,0,23973,0.026,0
620,1,0,23481,0.008,0
620,2,0,22960,0.015,0
618,7,0,24006,0.099,1
618,6,0,23407,0.076,0
389,4,20,14359,0.022,0
619,6,0,22780,0.076,0
583,1,3,21807,0.007,0
619,4,0,23973,0.04,0
620,2,0,23481,0.015,0
620,3,0,22960,0.026,0
619,0,0,24021,0.003,0
618,7,0,23407,0.099,1
389,5,20,14359,0.031,0
619,7,0,22780,0.099,1
583,2,3,21807,0.014,0
619,5,0,23973,0.056,0
620,3,0,23481,0.026,0
620,4,0,22960,0.04,0
619,1,0,24021,0.008,0
619,0,0,23446,0.003,0
389,6,20,14359,0.043,0
620,0,0,22856,0.003,0
583,3,3,21807,0.023,0
619,6,0,23973,0.076,1
620,4,0,23481,0.04,0
620,5,0,22960,0.056,0
619,2,0,24021,0.015,0
619,1,0,23446,0.008,0
389,7,20,14359,0.056,0
620,1,0,22856,0.008,0
583,4,3,21807,0.035,0
620,0,0,24000,0.003,0
620,5,0,23481,0.056,0
620,6,0,22960,0.076,1
619,3,0,24021,0.026,0
619,2,0,23446,0.015,0
389,8,20,14359,0.07,0
620,2,0,22856,0.015,0
583,5,3,21807,0.05,0
620,1,0,24000,0.008,0
620,6,0,23481,0.076,0
621,0,0,22981,0.003,0
619,4,0,24021,0.04,0
619,3,0,23446,0.026,0
389,9,20,14359,0.086,1
620,3,0,22856,0.026,0
583,6,3,21807,0.068,0
620,2,0,24000,0.015,0
620,7,0,23481,0.099,1
621,1,0,22981,0.008,0
619,5,0,24021,0.056,0
619,4,0,23446,0.04,0
390,0,20,14409,0.001,0
620,4,0,22856,0.04,0
583,7,3,21807,0.089,1
620,3,0,24000,0.026,0
621,0,0,23534,0.003,0
621,2,0,22981,0.015,0
619,6,0,24021,0.076,0
619,5,0,23446,0.056,0
390,1,20,14409,0.004,0
620,5,0,22856,0.056,0
584,0,3,21830,0.003,0
620,4,0,24000,0.039,0
621,1,0,23534,0.008,0
621,3,0,22981,0.026,0
619,7,0,24021,0.099,1
619,6,0,23446,0.076,0
390,2,20,14409,0.008,0
620,6,0,22856,0.076,0
584,1,3,21830,0.007,0
620,5,0,24000,0.056,0
621,2,0,23534,0.015,0
621,4,0,22981,0.04,0
620,0,0,24051,0.003,0
619,7,0,23446,0.099,1
390,3,20,14409,0.014,0
620,7,0,22856,0.099,1
584,2,3,21830,0.014,0
620,6,0,24000,0.076,0
621,3,0,23534,0.026,0
621,5,0,22981,0.056,0
620,1,0,24051,0.008,0
620,0,0,23474,0.003,0
390,4,20,14409,0.022,0
621,0,0,22893,0.003,0
584,3,3,21830,0.023,0
620,7,0,24000,0.099,1
621,4,0,23534,0.039,0
621,6,0,22981,0.076,0
620,2,0,24051,0.015,0
620,1,0,23474,0.008,0
390,5,20,14409,0.031,0
621,1,0,22893,0.008,0
584,4,3,21830,0.035,0
621,0,0,24029,0.003,0
621,5,0,23534,0.056,0
621,7,0,22981,0.099,1
620,3,0,24051,0.026,0
620,2,0,23474,0.015,0
390,6,20,14409,0.043,0
621,2,0,22893,0.015,0
584,5,3,21830,0.05,0
621,1,0,24029,0.008,0
621,6,0,23534,0.076,1
622,0,0,23018,0.003,0
620,4,0,24051,0.039,0
620,3,0,23474,0.026,0
390,7,20,14409,0.055,0
621,3,0,22893,0.026,0
584,6,3,21830,0.068,0
621,2,0,24029,0.015,0
622,0,0,23580,0.003,0
622,1,0,23018,0.008,0
620,5,0,24051,0.056,0
620,4,0,23474,0.04,0
390,8,20,14409,0.07,1
621,4,0,22893,0.04,0
584,7,3,21830,0.089,1
621,3,0,24029,0.026,0
622,1,0,23580,0.008,0
622,2,0,23018,0.015,0
620,6,0,24051,0.076,0
620,5,0,23474,0.056,0
391,0,20,14449,0.001,0
621,5,0,22893,0.056,0
585,0,3,21859,0.003,0
621,4,0,24029,0.039,0
622,2,0,23580,0.015,0
622,3,0,23018,0.026,0
620,7,0,24051,0.099,1
620,6,0,23474,0.076,0
391,1,20,14449,0.004,0
621,6,0,22893,0.076,0
585,1,3,21859,0.007,0
621,5,0,24029,0.056,0
622,3,0,23580,0.026,0
622,4,0,23018,0.039,0
621,0,0,24079,0.003,0
620,7,0,23474,0.099,1
391,2,20,14449,0.008,0
621,7,0,22893,0.099,1
585,2,3,21859,0.014,0
621,6,0,24029,0.076,0
622,4,0,23580,0.039,0
622,5,0,23018,0.056,0
621,1,0,24079,0.008,0
621,0,0,23529,0.003,0
391,3,20,14449,0.014,0
622,0,0,22952,0.003,0
585,3,3,21859,0.023,0
621,7,0,24029,0.099,1
622,5,0,23580,0.056,0
622,6,0,23018,0.076,0
621,2,0,24079,0.015,0
621,1,0,23529,0.008,0
391,4,20,14449,0.022,0
622,1,0,22952,0.008,0
585,4,3,21859,0.035,0
622,0,0,24065,0.003,0
622,6,0,23580,0.076,0
622,7,0,23018,0.099,1
621,3,0,24079,0.026,0
621,2,0,23529,0.015,0
391,5,20,14449,0.031,0
622,2,0,22952,0.015,0
585,5,3,21859,0.05,0
622,1,0,24065,0.008,0
622,7,0,23580,0.098,1
623,0,0,23042,0.003,0
621,4,0,24079,0.039,0
621,3,0,23529,0.026,0
391,6,20,14449,0.043,0
622,3,0,22952,0.026,0
585,6,3,21859,0.068,1
622,2,0,24065,0.015,0
623,0,0,23620,0.003,0
623,1,0,23042,0.008,0
621,5,0,24079,0.056,0
621,4,0,23529,0.039,0
391,7,20,14449,0.055,0
622,4,0,22952,0.039,0
586,0,3,21898,0.003,0
